speciesId,phylum,class,subclass,order,sub-order,infraorder,section,subsection,superfamily,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,taxonName,source_file,taxon,superorder,domain,kingdom,section/parvorder,Column2,infraclass,commonName,species2,clade 1,clade 2,clade 3,genericName
A-Arth-Hexa-Hemiptera-000021,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Biasticus,,eburneus,"",Biasticus eburneus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Biasticus
A-Arth-Hexa-Hemiptera-000022,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Campsolomus,,,"","Campsolomus nr. sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Campsolomus
A-Arth-Hexa-Hemiptera-000023,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Cosmolestes,,picticeps,"",Cosmolestes picticeps,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Cosmolestes
A-Arth-Hexa-Hemiptera-000024,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Euagoras,,,"",Euagoras cf. plagiatus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Euagoras
A-Arth-Hexa-Hemiptera-000025,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Euagoras,,sordidatus,"",Euagoras sordidatus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Euagoras
A-Arth-Hexa-Hemiptera-000026,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Graptoclopius,,,"","Graptoclopius nr. sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Graptoclopius
A-Arth-Hexa-Hemiptera-000027,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Isyndus,,heros,"",Isyndus heros heros,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Isyndus
A-Arth-Hexa-Hemiptera-000028,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Polididus,,armatissimus,"",Polididus armatissimus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Polididus
A-Arth-Hexa-Hemiptera-000029,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Rhynocoris,,,"",Rhynocoris nr. niasensis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Rhynocoris
A-Arth-Hexa-Hemiptera-000030,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Scipinia,,horrida,"",Scipinia horrida,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Scipinia
A-Arth-Hexa-Hemiptera-000031,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Sphedanolestes,,,"","Sphedanolestes sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Sphedanolestes
A-Arth-Hexa-Hemiptera-000032,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Sycanus,,,"","Sycanus sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Sycanus
A-Arth-Hexa-Hemiptera-000033,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Sycanus,,,"","Sycanus sp. ""2""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Sycanus
A-Arth-Hexa-Hemiptera-000034,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Velinus,,nigrigenu,"",Velinus nigrigenu,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Velinus
A-Arth-Hexa-Hemiptera-000035,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Harpactorinae,,Vesbius,,purpureus,"",Vesbius purpureus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Harpactorinae,,Eukarya,Animalia,,,,,,,,,Vesbius
A-Arth-Hexa-Hemiptera-000036,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Holoptilinae,,Holoptilus,,leprosus,"",Holoptilus leprosus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Holoptilinae,,Eukarya,Animalia,,,,,,,,,Holoptilus
A-Arth-Hexa-Hemiptera-000037,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Holoptilinae,,Ptilocerus,,,"",Ptilocerus cf. subreticulatus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Holoptilinae,,Eukarya,Animalia,,,,,,,,,Ptilocerus
A-Arth-Hexa-Hemiptera-000038,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Holoptilinae,,Ptilocerus,,unicolor,"",Ptilocerus unicolor,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Holoptilinae,,Eukarya,Animalia,,,,,,,,,Ptilocerus
A-Arth-Hexa-Hemiptera-000039,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Peiratinae,,Ectomocoris,,atrox,"",Ectomocoris atrox,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Peiratinae,,Eukarya,Animalia,,,,,,,,,Ectomocoris
A-Arth-Hexa-Hemiptera-000040,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Peiratinae,,Ectomocoris,,elegans,"",Ectomocoris elegans,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Peiratinae,,Eukarya,Animalia,,,,,,,,,Ectomocoris
A-Arth-Hexa-Hemiptera-000041,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Physoderinae,,Physoderes,,curculionis,"",Physoderes curculionis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Physoderinae,,Eukarya,Animalia,,,,,,,,,Physoderes
A-Arth-Hexa-Hemiptera-000042,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Triatominae,,Triatoma,,rubrofasciata,"",Triatoma rubrofasciata,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Triatominae,,Eukarya,Animalia,,,,,,,,,Triatoma
A-Arth-Hexa-Hemiptera-000043,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Acanthaspis,,inermis,"",Acanthaspis inermis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Acanthaspis
A-Arth-Hexa-Hemiptera-000044,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Acanthaspis,,,"",Acanthaspis nr. quadriannulata,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Acanthaspis
A-Arth-Hexa-Hemiptera-000045,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Acanthaspis,,signifera,"",Acanthaspis signifera,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Acanthaspis
A-Arth-Hexa-Hemiptera-000046,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Acanthaspis,,,"","Acanthaspis sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Acanthaspis
A-Arth-Hexa-Hemiptera-000047,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Empyrocoris,,pelia,"",Empyrocoris pelia,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Empyrocoris
A-Arth-Hexa-Hemiptera-000048,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Inara,,alboguttata,"",Inara alboguttata,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Inara
A-Arth-Hexa-Hemiptera-000049,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Inara,,flavopicta,"",Inara flavopicta,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Inara
A-Arth-Hexa-Hemiptera-000050,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Korinchocoris,,insolitus,"",Korinchocoris insolitus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Korinchocoris
A-Arth-Hexa-Hemiptera-000051,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Lenaeus,,pyrrhus,"",Lenaeus pyrrhus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Lenaeus
A-Arth-Hexa-Hemiptera-000052,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Pasiropsis,,,"","Pasiropsis sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Pasiropsis
A-Arth-Hexa-Hemiptera-000053,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Velitra,,rubropicta,"",Velitra rubropicta,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Velitra
A-Arth-Hexa-Hemiptera-000054,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Reduviinae,,Velitra,,,"","Velitra sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Reduviinae,,Eukarya,Animalia,,,,,,,,,Velitra
A-Arth-Hexa-Hemiptera-000055,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Saicinae,,Polytoxus,,fuscovittatus,"",Polytoxus fuscovittatus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Saicinae,,Eukarya,Animalia,,,,,,,,,Polytoxus
A-Arth-Hexa-Hemiptera-000056,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Lisarda,,annularis,"",Lisarda annularis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Lisarda
A-Arth-Hexa-Hemiptera-000057,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Lisarda,,erecta,"",Lisarda erecta,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Lisarda
A-Arth-Hexa-Hemiptera-000058,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Lisarda,,inornata,"",Lisarda inornata,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Lisarda
A-Arth-Hexa-Hemiptera-000059,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Lisarda,,pallidispina,"",Lisarda pallidispina,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Lisarda
A-Arth-Hexa-Hemiptera-000060,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Lisarda,,rhypara,"",Lisarda rhypara,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Lisarda
A-Arth-Hexa-Hemiptera-000061,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Salyavatinae,,Valentia,,apetala,"",Valentia apetala,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Salyavatinae,,Eukarya,Animalia,,,,,,,,,Valentia
A-Arth-Hexa-Hemiptera-000062,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Aulacogenia,,patalungae,"",Aulacogenia patalungae,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Aulacogenia
A-Arth-Hexa-Hemiptera-000063,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Canthesancus,,gulo,"",Canthesancus gulo,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Canthesancus
A-Arth-Hexa-Hemiptera-000064,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Staccia,,laticollis,"",Staccia laticollis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Staccia
A-Arth-Hexa-Hemiptera-000065,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Oncocephalus,,cingalensis,"",Oncocephalus cingalensis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Oncocephalus
A-Arth-Hexa-Hemiptera-000066,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Oncocephalus,,lineosus,"",Oncocephalus lineosus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Oncocephalus
A-Arth-Hexa-Hemiptera-000067,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Oncocephalus,,,"",Oncocephalus nr. annulipes,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Oncocephalus
A-Arth-Hexa-Hemiptera-000068,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Oncocephalus,,sarawakensis,"",Oncocephalus sarawakensis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Oncocephalus
A-Arth-Hexa-Hemiptera-000069,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Oncocephalus,,,"","Oncocephalus sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Oncocephalus
A-Arth-Hexa-Hemiptera-000070,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Pygolampis,,ridleyi,"",Pygolampis ridleyi,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Pygolampis
A-Arth-Hexa-Hemiptera-000071,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Sastrapada,,singaporiensis,"",Sastrapada singaporiensis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Sastrapada
A-Arth-Hexa-Hemiptera-000072,Arthropoda,Insecta,,Hemiptera,Heteroptera,Cimicomorpha,,,Reduvioidea,Reduviidae,Stenopodainae,,Sastrapada,,,"","Sastrapada sp. ""1""",(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Cimi-Reduviidae-Stenopodainae,,Eukarya,Animalia,,,,,,,,,Sastrapada
A-Arth-Hexa-Hemiptera-000073,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pentatomoidea,Dinidoridae,Dinidorinae,,Cyclopelta,,,"",Cyclopelta sp. ZRCBDP0071888,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pent-Dinidoridae-Dinidorinae,,Eukarya,Animalia,,,,,,,,,Cyclopelta
A-Arth-Hexa-Hemiptera-000074,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pentatomoidea,Pentatomidae,,,,,,"",Pentatomidae sp. ZRCBDP0071905,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pent-Pentatomidae-Unidentified,,Eukarya,Animalia,,,,,,,,,
A-Arth-Hexa-Hemiptera-000075,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,Cicadoidea,Cicadidae,Platypleurinae,,Chremistica,,umbrosa,"",Chremistica umbrosa,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Cica-Cicadidae-Platypleurinae,,Eukarya,Animalia,,,,,,,,,Chremistica
A-Arth-Hexa-Hemiptera-000076,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pentatomoidea,Scutelleridae,Scutellerinae,Scutellerini,Calliphara,,nobilis,"",Calliphara nobilis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pent-Scutelleridae-Scutellerinae,,Eukarya,Animalia,,,,,,,,,Calliphara
A-Arth-Hexa-Hemiptera-000077,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pyrrhocoroidea,Pyrrhocoridae,Pyrrhocorinae,,Dysdercus,,decussatus,"",Dysdercus decussatus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pyrrhocoridae-Pyrrhocorinae,,Eukarya,Animalia,,,,,,,,,Dysdercus
A-Arth-Hexa-Hemiptera-000078,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pentatomoidea,Tessaratomidae,Tessaratominae,,Pycanum,,rubens,"",Pycanum rubens,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pent-Tessaratomidae-Tessaratominae,,Eukarya,Animalia,,,,,,,,,Pycanum
A-Arth-Hexa-Hemiptera-000079,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,Cercopoidea,Cercopidae,Cercopinae,,Cosmoscarta,,discrepans,"",Cosmoscarta discrepans,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Cica-Cercopidae-Cercopinae,,Eukarya,Animalia,,,,,,,,,Cosmoscarta
A-Arth-Hexa-Hemiptera-000080,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,,,Fulgoroidea,Tropiduchidae,Tropiduchinae,,Varma,,fervens,"",Varma fervens,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Fulg-Tropiduchidae-Tropiduchinae,,Eukarya,Animalia,,,,,,,,,Varma
A-Arth-Hexa-Hemiptera-000081,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,,,Fulgoroidea,Achilidae,Achilinae,,Faventilla,,pustulata,"",Faventilla pustulata,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Fulg-Achilidae-Achilinae,,Eukarya,Animalia,,,,,,,,,Faventilla
A-Arth-Hexa-Hemiptera-000082,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,,,Fulgoroidea,Fulgoridae,Poiocerinae,,Polydictya,,basalis,"",Polydictya basalis,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Fulg-Fulgoridae-Poiocerinae,,Eukarya,Animalia,,,,,,,,,Polydictya
A-Arth-Hexa-Hemiptera-000083,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,Cercopoidea,Aphrophoridae,Aphrophorinae,,Ptyelinellus,,praefractus,"",Ptyelinellus praefractus,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Cica-Aphrophoridae-Aphrophorinae,,Eukarya,Animalia,,,,,,,,,Ptyelinellus
A-Arth-Hexa-Hemiptera-000084,Arthropoda,Insecta,,Hemiptera,Heteroptera,Pentatomomorpha,,,Pentatomoidea,Tessaratomidae,Tessaratominae,,Enada,,rosea,"",Enada rosea,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Hete-Pent-Pent-Tessaratomidae-Tessaratominae,,Eukarya,Animalia,,,,,,,,,Enada
A-Arth-Hexa-Hemiptera-000085,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,Membracoidea,Cicadellidae,,,,,,"",Cicadellidae sp. ZRCBDP_0018728,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Cica-Cicadellidae-Unidentified,,Eukarya,Animalia,,,,,,,,,
A-Arth-Hexa-Hemiptera-000086,Arthropoda,Insecta,,Hemiptera,Auchenorrhyncha,Cicadomorpha,,,Membracoidea,Membracidae,,,,,,"",Membracidae sp. ZRCBDP_0273281,(review dupes) Database - A-Arth-Hexa-Hemiptera.xlsx,A-Arth-Hexa-Hemi-Auch-Cica-Membracidae-Unidentified,,Eukarya,Animalia,,,,,,,,,
