speciesId,phylum,class,subclass,order,sub-order,infraorder,section,subsection,superfamily,family,subfamily,tribe,genus,subgenus,specificEpithet,infraspecificEpithet,taxonName,source_file,taxon,superorder,domain,kingdom,section/parvorder,Column2,infraclass,commonName,species2,clade 1,clade 2,clade 3,genericName
A-Arth-Hexa-Lepidoptera-000497,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Ischnurges,,gratiosalis,"",Ischnurges gratiosalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Ischnurges
A-Arth-Hexa-Lepidoptera-000498,,Insecta,,Lepidoptera,,,,,,Erebidae,Boletobiinae,,Metaemene,,atrigutta,"",Metaemene atrigutta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Metaemene
A-Arth-Hexa-Lepidoptera-000499,,Insecta,,Lepidoptera,,,,,,Nolidae,Chloephorinae,,Etanna,,basalis,"",Etanna basalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Etanna
A-Arth-Hexa-Lepidoptera-000500,,Insecta,,Lepidoptera,,,,,,Crambidae,Acentropinae,,Cataclysta,,angulata,"",Cataclysta angulata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Cataclysta
A-Arth-Hexa-Lepidoptera-000501,,Insecta,,Lepidoptera,,,,,,Erebidae,Calpinae,,Eudocima,,phalonia,"",Eudocima phalonia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Eudocima
A-Arth-Hexa-Lepidoptera-000502,,Insecta,,Lepidoptera,,,,,,Thyrididae,Striglininae,,Banisia,,lobata,"",Banisia lobata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Banisia
A-Arth-Hexa-Lepidoptera-000503,,Insecta,,Lepidoptera,,,,,,Geometridae,Sterrhinae,,Perixera,,argentosa,"",Perixera argentosa,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Perixera
A-Arth-Hexa-Lepidoptera-000504,,Insecta,,Lepidoptera,,,,,,Erebidae,Hypeninae,,Euphiuche,,picta,"",Euphiuche picta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Euphiuche
A-Arth-Hexa-Lepidoptera-000505,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Fascellina,,castanea,"",Fascellina castanea,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Fascellina
A-Arth-Hexa-Lepidoptera-000506,,Insecta,,Lepidoptera,,,,,,Choreutidae,Choreutinae,,Choreutis,,orthogona,"",Choreutis orthogona,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Choreutis
A-Arth-Hexa-Lepidoptera-000507,,Insecta,,Lepidoptera,,,,,,Crambidae,Pyraustinae,,Rhimphaliodes,,macrostigma,"",Rhimphaliodes macrostigma,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Rhimphaliodes
A-Arth-Hexa-Lepidoptera-000508,,Insecta,,Lepidoptera,,,,,,Crambidae,Acentropinae,,Parapoynx,,stagnalis,"",Parapoynx stagnalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Parapoynx
A-Arth-Hexa-Lepidoptera-000509,,Insecta,,Lepidoptera,,,,,,Erebidae,Boletobiinae,,Hyposada,,postalbata,"",Hyposada postalbata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hyposada
A-Arth-Hexa-Lepidoptera-000510,,Insecta,,Lepidoptera,,,,,,Erebidae,Calpinae,,Rhesala,,moestalis,"",Rhesala moestalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Rhesala
A-Arth-Hexa-Lepidoptera-000511,,Insecta,,Lepidoptera,,,,,,Geometridae,Sterrhinae,,Traminda,,aventiaria,"",Traminda aventiaria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Traminda
A-Arth-Hexa-Lepidoptera-000512,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Diasemia,,accalis,"",Diasemia accalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Diasemia
A-Arth-Hexa-Lepidoptera-000513,,Insecta,,Lepidoptera,,,,,,Pterophoridae,Deuterocopinae,,Deuterocopus,,ritsemae,"",Deuterocopus ritsemae,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Deuterocopus
A-Arth-Hexa-Lepidoptera-000514,,Insecta,,Lepidoptera,,,,,,Choreutidae,Choreutinae,,Saptha,,beryllitis,"",Saptha beryllitis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Saptha
A-Arth-Hexa-Lepidoptera-000515,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Hypomecis,,costaria,"",Hypomecis costaria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hypomecis
A-Arth-Hexa-Lepidoptera-000516,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Polydesma,,boarmoides,"",Polydesma boarmoides,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Polydesma
A-Arth-Hexa-Lepidoptera-000517,,Insecta,,Lepidoptera,,,,,,Pterophoridae,Pterophorinae,,Diacrotricha,,fasciola,"",Diacrotricha fasciola,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Diacrotricha
A-Arth-Hexa-Lepidoptera-000518,,Insecta,,Lepidoptera,,,,,,Erebidae,Hypeninae,,Hypena,,obacerralis,"",Hypena obacerralis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hypena
A-Arth-Hexa-Lepidoptera-000519,,Insecta,,Lepidoptera,,,,,,Crambidae,Crambinae,,Culladia,,hastiferalis,"",Culladia hastiferalis</i.,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Culladia
A-Arth-Hexa-Lepidoptera-000520,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Sameodes,,cancellalis,"",Sameodes cancellalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Sameodes
A-Arth-Hexa-Lepidoptera-000521,,Insecta,,Lepidoptera,,,,,,Noctuidae,Noctuinae,,Agrotis,,segetum,"",Agrotis segetum,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Agrotis
A-Arth-Hexa-Lepidoptera-000522,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Diaphania,,indica,"",Diaphania indica,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Diaphania
A-Arth-Hexa-Lepidoptera-000523,,Insecta,,Lepidoptera,,,,,,Erebidae,Boletobiinae,,Homodes,,bracteigutta,"",Homodes bracteigutta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Homodes
A-Arth-Hexa-Lepidoptera-000524,,Insecta,,Lepidoptera,,,,,,Nymphalidae,Morphinae,,Amathusia,,friderici,holmanhunti,Amathusia friderici holmanhunti,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Amathusia
A-Arth-Hexa-Lepidoptera-000525,,Insecta,,Lepidoptera,,,,,,Erebidae,Arctiinae,,Syntomoides,,imaon,"",Syntomoides imaon,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Syntomoides
A-Arth-Hexa-Lepidoptera-000526,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Corymica,,latimarginata,"",Corymica latimarginata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Corymica
A-Arth-Hexa-Lepidoptera-000527,,Insecta,,Lepidoptera,,,,,,Geometridae,Geometrinae,,Dysphania,,subrepleta,"",Dysphania subrepleta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Dysphania
A-Arth-Hexa-Lepidoptera-000528,,Insecta,,Lepidoptera,,,,,,Geometridae,Geometrinae,,Dysphania,,glaucescens,"",Dysphania glaucescens,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Dysphania
A-Arth-Hexa-Lepidoptera-000529,,Insecta,,Lepidoptera,,,,,,Geometridae,Geometrinae,,Dysphania,,discalis,"",Dysphania discalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Dysphania
A-Arth-Hexa-Lepidoptera-000530,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Cleora,,injectaria,"",Cleora injectaria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Cleora
A-Arth-Hexa-Lepidoptera-000531,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Theretra,,clotho,clotho,Theretra clotho clotho,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Theretra
A-Arth-Hexa-Lepidoptera-000532,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Amblychia,,hymenaria,"",Amblychia hymenaria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Amblychia
A-Arth-Hexa-Lepidoptera-000533,,Insecta,,Lepidoptera,,,,,,Nymphalidae,Danainae,,Tirumala,,limniace,exotica,Tirumala limniace exotica,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Tirumala
A-Arth-Hexa-Lepidoptera-000534,,Insecta,,Lepidoptera,,,,,,Lasiocampidae,Pinarinae,,Odonestis,,vita,"",Odonestis vita,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Odonestis
A-Arth-Hexa-Lepidoptera-000535,,Insecta,,Lepidoptera,,,,,,Noctuidae,Catocalinae,,Hamodes,,propitia,"",Hamodes propitia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hamodes
A-Arth-Hexa-Lepidoptera-000536,,Insecta,,Lepidoptera,,,,,,Noctuidae,Catocalinae,,Ischyja,,marapok,"",Ischyja marapok,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Ischyja
A-Arth-Hexa-Lepidoptera-000537,,Insecta,,Lepidoptera,,,,,,Noctuidae,Biretinae,,Porsica,,punctifascia,"",Porsica punctifascia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Porsica
A-Arth-Hexa-Lepidoptera-000538,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Gonodontis,,clelia,"",Gonodontis clelia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Gonodontis
A-Arth-Hexa-Lepidoptera-000539,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Tasta,,montana,"",Tasta montana,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Tasta
A-Arth-Hexa-Lepidoptera-000540,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Chalciope,,mygdon,"",Chalciope mygdon,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Chalciope
A-Arth-Hexa-Lepidoptera-000541,,Insecta,,Lepidoptera,,,,,,Lycaenidae,Theclinae,,Deudorix,,staudingeri,"",Deudorix staudingeri,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Deudorix
A-Arth-Hexa-Lepidoptera-000542,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Filodes,,fulvidorsalis,"",Filodes fulvidorsalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Filodes
A-Arth-Hexa-Lepidoptera-000543,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Eurrhyparodes,,tricoloralis,"",Eurrhyparodes tricoloralis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Eurrhyparodes
A-Arth-Hexa-Lepidoptera-000544,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Macroglossum,,sitiene,"",Macroglossum sitiene,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Macroglossum
A-Arth-Hexa-Lepidoptera-000545,,Insecta,,Lepidoptera,,,,,,Erebidae,Calpinae,,Rhesala,,imparata,"",Rhesala imparata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Rhesala
A-Arth-Hexa-Lepidoptera-000546,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Hydriris,,ornatalis,"",Hydriris ornatalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hydriris
A-Arth-Hexa-Lepidoptera-000547,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Hypopyra,,vespertilio,"",Hypopyra vespertilio,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hypopyra
A-Arth-Hexa-Lepidoptera-000548,,Insecta,,Lepidoptera,,,,,,Geometridae,Geometrinae,,Pingasa,,ruginaria,"",Pingasa ruginaria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Pingasa
A-Arth-Hexa-Lepidoptera-000549,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Enpinanga,,borneensis,"",Enpinanga borneensis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Enpinanga
A-Arth-Hexa-Lepidoptera-000550,,Insecta,,Lepidoptera,,,,,,Notodontidae,Stauropinae,,Neostauropus,,alternus,"",Neostauropus alternus,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Neostauropus
A-Arth-Hexa-Lepidoptera-000551,,Insecta,,Lepidoptera,,,,,,Sphingidae,Sphinginae,,Psilogramma,,menephron,"",Psilogramma menephron,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Psilogramma
A-Arth-Hexa-Lepidoptera-000552,,Insecta,,Lepidoptera,,,,,,Erebidae,Calpinae,,Cyclodes,,omma,"",Cyclodes omma,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Cyclodes
A-Arth-Hexa-Lepidoptera-000553,,Insecta,,Lepidoptera,,,,,,Choreutidae,Choreutinae,,Saptha,,exanthista,"",Saptha exanthista,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Saptha
A-Arth-Hexa-Lepidoptera-000554,,Insecta,,Lepidoptera,,,,,,Zygaenidae,Procridinae,,Artona,,hainana,"",Artona hainana,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Artona
A-Arth-Hexa-Lepidoptera-000555,,Insecta,,Lepidoptera,,,,,,Erebidae,Boletobiinae,,Eublemma,,cochylioides,"",Eublemma cochylioides,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Eublemma
A-Arth-Hexa-Lepidoptera-000556,,Insecta,,Lepidoptera,,,,,,Noctuidae,Hadeninae,,Spodoptera,,litura,"",Spodoptera litura,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Spodoptera
A-Arth-Hexa-Lepidoptera-000557,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Krananda,,semihyalina,"",Krananda semihyalina,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Krananda
A-Arth-Hexa-Lepidoptera-000558,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Herpetogramma,,licarsisalis,"",Herpetogramma licarsisalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Herpetogramma
A-Arth-Hexa-Lepidoptera-000559,,Insecta,,Lepidoptera,,,,,,Erebidae,Arctiinae,,Nyctemera,,lacticinia,"",Nyctemera lacticinia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Nyctemera
A-Arth-Hexa-Lepidoptera-000560,,Insecta,,Lepidoptera,,,,,,Geometridae,Desmobathrinae,,Derambila,,dentiscripta,"",Derambila dentiscripta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Derambila
A-Arth-Hexa-Lepidoptera-000561,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Hippotion,,rosetta,"",Hippotion rosetta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hippotion
A-Arth-Hexa-Lepidoptera-000562,,Insecta,,Lepidoptera,,,,,,Erebidae,Arctiinae,,Adites,,frigida,"",Adites frigida,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Adites
A-Arth-Hexa-Lepidoptera-000563,,Insecta,,Lepidoptera,,,,,,Sphingidae,Smerinthinae,,Cypa,,decolor,"",Cypa decolor,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Cypa
A-Arth-Hexa-Lepidoptera-000564,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Heteralex,,rectilineata,"",Heteralex rectilineata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Heteralex
A-Arth-Hexa-Lepidoptera-000565,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Cnaphalocrocis,,trebiusalis,"",Cnaphalocrocis trebiusalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Cnaphalocrocis
A-Arth-Hexa-Lepidoptera-000566,,Insecta,,Lepidoptera,,,,,,Crambidae,Spilomelinae,,Ambia,,decoralis,"",Ambia decoralis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Ambia
A-Arth-Hexa-Lepidoptera-000567,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Macroglossum,,corythus,"",Macroglossum corythus,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Macroglossum
A-Arth-Hexa-Lepidoptera-000568,,Insecta,,Lepidoptera,,,,,,Erebidae,Lymantriinae,,Lymantria,,alexandrae,"",Lymantria alexandrae,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Lymantria
A-Arth-Hexa-Lepidoptera-000569,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Neogurelca,,hyas,"",Neogurelca hyas,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Neogurelca
A-Arth-Hexa-Lepidoptera-000570,,Insecta,,Lepidoptera,,,,,,Sphingidae,Macroglossinae,,Theretra,,nessus,"",Theretra nessus,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Theretra
A-Arth-Hexa-Lepidoptera-000571,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Anisoneura,,salebrosa,"",Anisoneura salebrosa,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Anisoneura
A-Arth-Hexa-Lepidoptera-000572,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Fascellina,,chromataria,"",Fascellina chromataria,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Fascellina
A-Arth-Hexa-Lepidoptera-000573,,Insecta,,Lepidoptera,,,,,,Crambidae,Acentropinae,,Paracataclysta,,fuscalis,"",Paracataclysta fuscalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Paracataclysta
A-Arth-Hexa-Lepidoptera-000574,,Insecta,,Lepidoptera,,,,,,Pyralidae,Pyralinae,,Endotricha,,mesenterialis,"",Endotricha mesenterialis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Endotricha
A-Arth-Hexa-Lepidoptera-000575,,Insecta,,Lepidoptera,,,,,,Pterophoridae,Pterophorinae,,Sphenarches,,zanclistes,"",Sphenarches zanclistes,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Sphenarches
A-Arth-Hexa-Lepidoptera-000576,,Insecta,,Lepidoptera,,,,,,Choreutidae,Choreutinae,,Choreutis,,ophiosema,"",Choreutis ophiosema,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Choreutis
A-Arth-Hexa-Lepidoptera-000577,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Pericyma,,cruegeri,"",Pericyma cruegeri,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Pericyma
A-Arth-Hexa-Lepidoptera-000578,,Insecta,,Lepidoptera,,,,,,Erebidae,Herminiinae,,Hydrillodes,,lentalis,"",Hydrillodes lentalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Hydrillodes
A-Arth-Hexa-Lepidoptera-000579,,Insecta,,Lepidoptera,,,,,,Geometridae,Sterrhinae,,Idaea,,craspedota,"",Idaea craspedota,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Idaea
A-Arth-Hexa-Lepidoptera-000580,,Insecta,,Lepidoptera,,,,,,Adelidae,Adelinae,,Nemophora,,decisella,"",Nemophora decisella,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Nemophora
A-Arth-Hexa-Lepidoptera-000581,,Insecta,,Lepidoptera,,,,,,Erebidae,Calpinae,,Gesonia,,obeditalis,"",Gesonia obeditalis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Gesonia
A-Arth-Hexa-Lepidoptera-000582,,Insecta,,Lepidoptera,,,,,,Tortricidae,Tortricinae,,Meridemis,,furtiva,"",Meridemis furtiva,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Meridemis
A-Arth-Hexa-Lepidoptera-000583,,Insecta,,Lepidoptera,,,,,,Nolidae,Risobinae,,Risoba,,obscurivialis,"",Risoba obscurivialis,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Risoba
A-Arth-Hexa-Lepidoptera-000584,,Insecta,,Lepidoptera,,,,,,Limacodidae,Limacodinae,,Thosea,,vetusta,"",Thosea vetusta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Thosea
A-Arth-Hexa-Lepidoptera-000585,,Insecta,,Lepidoptera,,,,,,Tortricidae,Tortricinae,,Homona,,coffearia,"",Homona coffearia,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Homona
A-Arth-Hexa-Lepidoptera-000586,,Insecta,,Lepidoptera,,,,,,Pterophoridae,Deuterocopinae,,Deuterocopus,,planeta,"",Deuterocopus planeta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Deuterocopus
A-Arth-Hexa-Lepidoptera-000587,,Insecta,,Lepidoptera,,,,,,Erebidae,Erebinae,,Grammodes,,geometrica,"",Grammodes geometrica,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Grammodes
A-Arth-Hexa-Lepidoptera-000588,,Insecta,,Lepidoptera,,,,,,Tineidae,Hieroxestinae,,Phaeoses,,leucodeta,"",Phaeoses leucodeta,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Phaeoses
A-Arth-Hexa-Lepidoptera-000589,,Insecta,,Lepidoptera,,,,,,Noctuidae,Noctuinae,,Leucania,,yu,"",Leucania yu,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Leucania
A-Arth-Hexa-Lepidoptera-000590,,Insecta,,Lepidoptera,,,,,,Erebidae,Boletobiinae,,Zurobata,,vacillans,"",Zurobata vacillans,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Zurobata
A-Arth-Hexa-Lepidoptera-000591,,Insecta,,Lepidoptera,,,,,,Tortricidae,Tortricinae,,Phricanthes,,flexilineana,"",Phricanthes flexilineana,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Phricanthes
A-Arth-Hexa-Lepidoptera-000592,,Insecta,,Lepidoptera,,,,,,Drepanidae,Drepaninae,,Tridrepana,,fulvata,"",Tridrepana fulvata,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Tridrepana
A-Arth-Hexa-Lepidoptera-000593,,Insecta,,Lepidoptera,,,,,,Geometridae,Ennominae,,Peratophyga,,crista,"",Peratophyga crista,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Peratophyga
A-Arth-Hexa-Lepidoptera-000594,,Insecta,,Lepidoptera,,,,,,Euteliidae,Euteliinae,,Targalla,,delatrix,"",Targalla delatrix,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Targalla
A-Arth-Hexa-Lepidoptera-000595,,Insecta,,Lepidoptera,,,,,,Erebidae,Arctiinae,,Miltochrista,,undulosa,"",Miltochrista undulosa,(checked) Database - A-Arth-Hexa-Lepidoptera.xlsx,,,Eukarya,Animalia,,,,,,,,,Miltochrista
